protein1	protein2	neighborhood	coexpression	experimental	combined
CCT4	CCT6B	0.0	0.79	0.96	0.9908663982402595
CCT4	DNAJA4	0.043	0.264	0.87	0.9004374777776207
CCT4	EEF1A1	0.0	0.882	0.051	0.8782382152072294
CCT4	STK3	0.0	0.0	0.86	0.8477733040043232
CCT4	RPS2	0.0	0.961	0.0	0.9575939918297757
CCT4	CCT3	0.0	0.993	0.966	0.9997412146168074
CCT4	RPL13	0.0	0.908	0.0	0.8999653140599838
CCT4	PA2G4	0.052	0.838	0.0	0.8330116638269138
CCT4	PSMA3	0.0	0.942	0.151	0.9464575216841492
CCT4	RPS3A	0.0	0.935	0.126	0.9382285814320401
CCT4	PSMD1	0.0	0.921	0.0	0.9141006501167253
CCT4	PPP2R2C	0.0	0.061	0.863	0.8601221510502011
CCT4	BBS10	0.0	0.922	0.809	0.9838009048789744
CCT4	EIF3B	0.0	0.886	0.0	0.876043976117806
CCT4	CCT2	0.0	0.995	0.966	0.9998151532977195
CCT4	EIF2S3	0.0	0.894	0.0	0.8847426444604162
CCT4	RPSA	0.0	0.944	0.211	0.9519572547437644
CCT4	PSMA5	0.0	0.946	0.078	0.945863837569766
CCT4	RPL27A	0.0	0.938	0.0	0.9325853203447716
CCT4	STRN3	0.0	0.047	0.86	0.85492795871612
CCT4	RPS9	0.0	0.884	0.053	0.8805542356534495
CCT4	SSR1	0.0	0.062	0.82	0.8164146046292137
CCT4	PPP2CA	0.0	0.26	0.874	0.8986170204668793
CCT4	RPL35A	0.0	0.877	0.0	0.8662579742323697
CCT4	EIF3I	0.0	0.948	0.058	0.9467380537381983
CCT4	PSMA7	0.0	0.92	0.078	0.9197982778811349
CCT4	CCT5	0.0	0.993	0.965	0.9997336032820076
CCT4	RPL15	0.0	0.944	0.05	0.9421538555216428
CCT4	RPS12	0.0	0.905	0.0	0.896703313431505
CCT4	RPS20	0.0	0.94	0.0	0.9347599874304242
CCT4	TCP1	0.0	0.993	0.959	0.9996879352732089
CCT4	PSMD2	0.0	0.937	0.05	0.9349230874618483
CCT4	KPNB1	0.0	0.928	0.0	0.9217119849165092
CCT4	RPS26	0.0	0.883	0.126	0.8888114465776721
CCT4	EHD2	0.0	0.064	0.839	0.8361431844302535
CCT4	RPL6	0.0	0.933	0.126	0.9363279223991797
GTF2F1	POLR2C	0.0	0.09	0.956	0.9564631649452364
GTF2F1	SNRPA	0.0	0.212	0.802	0.8303498713140752
GTF2F1	POLR2G	0.0	0.118	0.954	0.9558847035004528
GTF2F1	POLR2J	0.0	0.093	0.937	0.9378686740293646
GTF2F1	GTF2E2	0.0	0.288	0.968	0.9752261925602465
GTF2F1	TBP	0.0	0.064	0.951	0.9501305343918163
GTF2F1	GTF2H4	0.0	0.081	0.972	0.9720207332759946
GTF2F1	POLR2L	0.0	0.096	0.944	0.9449548267279633
GTF2F1	POLR2D	0.0	0.062	0.987	0.9867410547787766
GTF2F1	CTDP1	0.0	0.2	0.83	0.8521226381756283
GTF2F1	GTF2H2	0.0	0.057	0.869	0.8656784254540433
GTF2F1	ERCC2	0.0	0.08	0.942	0.9419798821547907
GTF2F1	GTF2F2	0.0	0.342	0.972	0.9799669668069689
GTF2F1	GTF2A1	0.0	0.134	0.9	0.9058369151912458
GTF2F1	POLR2I	0.0	0.091	0.954	0.9545342352402626
GTF2F1	MED21	0.0	0.0	0.87	0.8586466394325858
GTF2F1	GTF2A2	0.0	0.0	0.92	0.913013316573899
GTF2F1	POLR2F	0.0	0.08	0.949	0.9489823101705916
GTF2F1	POLR2E	0.0	0.138	0.962	0.9643833024711829
GTF2F1	POLR2K	0.0	0.0	0.943	0.938021988058903
GTF2F1	GTF2B	0.0	0.093	0.98	0.9802757695331317
GTF2F1	GTF2H3	0.0	0.055	0.953	0.9517060806953715
GTF2F1	POLR2B	0.0	0.204	0.961	0.9662448174965014
GTF2F1	EEF1B2	0.0	0.0	0.821	0.8053672958340988
GTF2F1	ERCC3	0.0	0.067	0.92	0.9188414243634478
GTF2F1	TCEA1	0.0	0.06	0.913	0.9110778628676682
GTF2F1	GTF2H5	0.0	0.0	0.92	0.913013316573899
GTF2F1	GTF2E1	0.0	0.302	0.983	0.9870977001808235
MT1X	MT1E	0.0	0.828	0.0	0.8129786306338829
MT1X	MT2A	0.0	0.829	0.0	0.8140659641767091
MT1X	MT1G	0.0	0.83	0.0	0.8151532977195354
MT1X	MT1H	0.0	0.829	0.0	0.8140659641767091
KRIT1	ITGB1BP1	0.0	0.0	0.994	0.9934759987430425
KRIT1	SNX17	0.0	0.0	0.83	0.8151532977195354
KRIT1	HEG1	0.0	0.062	0.914	0.9122869777672911
KRIT1	CCM2	0.0	0.0	0.849	0.8358126350332343
KRIT1	RAP1B	0.0	0.061	0.909	0.9070884360990388
BAD	BCL2	0.0	0.0	0.891	0.8814806438319374
BAD	BCL2L1	0.0	0.065	0.986	0.9857668039244043
FKBP2	TAGLN	0.0	0.0	0.874	0.8629959736038909
FKBP2	FKBP1A	0.0	0.1	0.814	0.8179803649308836
CFI	C3	0.0	0.143	0.871	0.8797920148399281
CFI	CFH	0.0	0.119	0.87	0.875467689340108
AKTIP	FAM160A2	0.0	0.06	0.864	0.8609952798850905
AKTIP	HOOK3	0.0	0.0	0.851	0.8379873021188867
AKTIP	FAM160A1	0.0	0.061	0.855	0.8519541014764901
RPL34	RPL28	0.0	0.993	0.964	0.9997259919472078
RPL34	RPS18	0.043	0.994	0.991	0.9999438087771738
RPL34	RPLP2	0.0	0.95	0.96	0.9978253329143474
RPL34	IMP3	0.0	0.611	0.709	0.87691493028561
RPL34	RPS4X	0.295	0.993	0.96	0.9997853603586461
RPL34	MRPS10	0.0	0.593	0.713	0.8729896561960071
RPL34	RPL13	0.0	0.993	0.991	0.9999314979868019
RPL34	RPS17	0.0	0.973	0.96	0.9988256797737477
RPL34	SEC61A1	0.0	0.105	0.96	0.9610734591668197
RPL34	RPS28	0.0	0.98	0.96	0.999130133165739
RPL34	RPS3	0.295	0.993	0.963	0.9998014583317477
RPL34	ETF1	0.0	0.48	0.96	0.9773834623092137
RPL34	MRPS14	0.219	0.626	0.715	0.909482972900386
RPL34	RPL18A	0.0	0.994	0.96	0.9997390399497217
RPL34	RPL39	0.0	0.97	0.96	0.9986951997486084
RPL34	RPL7	0.167	0.995	0.992	0.9999637700463531
RPL34	MRPL22	0.166	0.539	0.558	0.8152212473672937
RPL34	RACK1	0.0	0.989	0.96	0.9995215732411564
RPL34	PLEC	0.0	0.649	0.734	0.8984800164404831
RPL34	RPL36A-HNRNPH2	0.0	0.732	0.791	0.9390962735992153
RPL34	RPS3A	0.0	0.996	0.992	0.9999652053266296
RPL34	RPL11	0.295	0.995	0.96	0.9998466859704616
RPL34	MRPL11	0.0	0.568	0.709	0.8633091256642248
RPL34	SEC61G	0.0	0.305	0.96	0.9697721275094299
RPL34	RPL3	0.179	0.987	0.989	0.9998723437800716
RPL34	EIF6	0.0	0.262	0.845	0.8756199160361038
RPL34	RPL10	0.0	0.99	0.801	0.9978362062497758
RPL34	RPL27	0.185	0.997	0.992	0.9999787317559022
RPL34	RSL24D1	0.0	0.696	0.709	0.9038101254674175
RPL34	RPL7A	0.0	0.992	0.992	0.999930410653259
RPL34	SRP68	0.0	0.109	0.809	0.8149564903482839
RPL34	ABCE1	0.0	0.315	0.96	0.9702070609265604
RPL34	RPL21	0.0	0.996	0.994	0.9999739039949721
RPL34	OST4	0.0	0.102	0.817	0.821314129573189
RPL34	RPL31	0.0	0.996	0.962	0.9998347253014904
RPL34	SRP14	0.0	0.34	0.956	0.9684238339163252
RPL34	MRPS11	0.0	0.605	0.709	0.8750164459198353
RPL34	MRPL15	0.219	0.585	0.709	0.8974454566311579
RPL34	HBS1L	0.127	0.063	0.886	0.8986038485083415
RPL34	EEF1A2	0.127	0.063	0.801	0.8230014548522803
RPL34	RPL36AL	0.0	0.78	0.791	0.9500044037008485
RPL34	RPL24	0.0	0.988	0.991	0.9998825679773747
RPL34	PELO	0.0	0.0	0.877	0.8662579742323697
RPL34	RPSA	0.0	0.989	0.991	0.9998923539792601
RPL34	RPS29	0.219	0.986	0.805	0.9976816635333339
RPL34	MRPL24	0.185	0.516	0.602	0.8292939834573075
RPL34	RPL26L1	0.185	0.874	0.973	0.9969852263991535
RPL34	SERBP1	0.0	0.276	0.831	0.8669582170339498
RPL34	RPL27A	0.219	0.993	0.991	0.9999464999276924
RPL34	FAU	0.0	0.958	0.96	0.9981732796480519
RPL34	SRP54	0.0	0.131	0.96	0.962204286051359
RPL34	RPL23A	0.286	0.994	0.992	0.9999627349048202
RPL34	RPL4	0.0	0.99	0.991	0.9999021399811456
RPL34	RPL30	0.0	0.993	0.992	0.9999391093216017
RPL34	RPS24	0.0	0.997	0.96	0.999869519974861
RPL34	RPS27A	0.0	0.977	0.96	0.9989996531405998
RPL34	RPL35	0.295	0.993	0.991	0.9999517060806954
RPL34	RPL8	0.214	0.991	0.992	0.9999384656201444
RPL34	RPS15A	0.219	0.995	0.992	0.9999660317001221
RPL34	RPL23	0.295	0.994	0.992	0.9999632046329108
RPL34	RPS6	0.0	0.995	0.991	0.9999510699905728
RPL34	RPS27L	0.0	0.843	0.799	0.9656870153890316
RPL34	SRP19	0.0	0.14	0.96	0.9625957261267766
RPL34	RPS13	0.0	0.996	0.992	0.9999652053266296
RPL34	RPL10L	0.0	0.814	0.958	0.9915057503634412
RPL34	RPL36	0.0	0.986	0.992	0.9998782186432035
RPL34	RPL38	0.0	0.975	0.991	0.9997553499528641
RPL34	RPS9	0.0	0.986	0.992	0.9998782186432035
RPL34	DOCK4	0.0	0.72	0.736	0.9196243045142826
RPL34	NSA2	0.0	0.691	0.709	0.9022280551626052
RPL34	MRPL1	0.0	0.578	0.709	0.8664732662738492
RPL34	RPL37A	0.0	0.98	0.992	0.9998260266331478
RPL34	RPS10-NUDT3	0.0	0.778	0.959	0.9901030900931953
RPL34	MRTO4	0.0	0.458	0.709	0.8285035789583561
RPL34	MRPS12	0.0	0.641	0.709	0.8864073521144832
RPL34	RPL35A	0.0	0.997	0.992	0.9999739039949721
RPL34	RPS23	0.0	0.987	0.992	0.9998869173115461
RPL34	EIF3I	0.0	0.88	0.0	0.8695199748608485
RPL34	SEC61B	0.0	0.15	0.96	0.963030659543907
RPL34	AC138811.2	0.219	0.678	0.736	0.927810569099503
RPL34	RPL36A	0.0	0.814	0.956	0.9911012622855099
RPL34	RPL22L1	0.0	0.764	0.736	0.9322547709477526
RPL34	RPL32	0.295	0.984	0.994	0.9999264092658214
RPL34	RPS7	0.0	0.997	0.96	0.999869519974861
RPL34	RPL10A	0.0	0.994	0.992	0.9999478079899444
RPL34	SRP9	0.0	0.184	0.958	0.9627349048202583
RPL34	RPS25	0.0	0.996	0.991	0.9999608559924582
RPL34	RPS14	0.0	0.994	0.992	0.9999478079899444
RPL34	RPL5	0.295	0.994	0.992	0.9999632046329108
RPL34	RPL7L1	0.167	0.541	0.73	0.887750546113272
RPL34	RPL39L	0.0	0.796	0.742	0.9427714609739682
RPL34	RPL15	0.0	0.993	0.992	0.9999391093216017
RPL34	RPS16	0.0	0.993	0.991	0.9999314979868019
RPL34	NPSR1	0.167	0.541	0.73	0.887750546113272
RPL34	AC245033.1	0.0	0.781	0.742	0.9385634801632304
RPL34	RPS12	0.0	0.995	0.96	0.9997825332914347
RPL34	RPS20	0.0	0.994	0.962	0.9997520879522356
RPL34	RPL22	0.0	0.941	0.991	0.9994226258887593
RPL34	RPS21	0.0	0.988	0.975	0.9996737999371521
RPL34	WDR31	0.0	0.727	0.742	0.9234147492445751
RPL34	RPLP0	0.0	0.993	0.992	0.9999391093216017
RPL34	MRPL2	0.214	0.581	0.709	0.895794091646995
RPL34	RPLP1	0.0	0.968	0.991	0.9996868479396661
RPL34	RPL14	0.185	0.993	0.991	0.9999441708592436
RPL34	RPL12	0.0	0.994	0.992	0.9999478079899444
RPL34	RPL9	0.295	0.997	0.992	0.9999816023164554
RPL34	RPS8	0.0	0.995	0.992	0.999956506658287
RPL34	RPS27	0.0	0.991	0.994	0.9999412839886874
RPL34	EEF2	0.0	0.559	0.951	0.9765038094730673
RPL34	RPL13A	0.0	0.996	0.991	0.9999608559924582
RPL34	UBA52	0.0	0.931	0.98	0.9984994797108997
RPL34	RPS10	0.0	0.983	0.958	0.9992236438504221
RPL34	RPL18	0.0	0.992	0.991	0.9999217119849165
RPL34	EEF1B2	0.0	0.962	0.0	0.958681325372602
RPL34	GSPT1	0.127	0.11	0.886	0.9036898881242518
RPL34	RPL19	0.295	0.993	0.991	0.9999517060806954
RPL34	RPN1	0.0	0.046	0.96	0.9585073520057498
RPL34	RPL26	0.185	0.996	0.992	0.9999716423412032
RPL34	RSRC1	0.0	0.67	0.742	0.9074244221637721
RPL34	MRPS15	0.0	0.557	0.709	0.8598285709936381
RPL34	RPS26	0.0	0.993	0.992	0.9999391093216017
RPL34	MRPS7	0.0	0.679	0.742	0.9099492106502146
RPL34	EEF1A1	0.127	0.694	0.959	0.9880908075734955
RPL34	EIF5B	0.0	0.235	0.794	0.8286471069860093
RPL34	RPL37	0.0	0.94	0.96	0.997390399497217
RPL34	MRPS5	0.219	0.53	0.709	0.8838538906425162
RPL34	RPS2	0.219	0.99	0.992	0.9999320634002442
RPL34	RPS19	0.0	0.993	0.96	0.9996955466080086
RPL34	MRPL13	0.0	0.666	0.709	0.8943177036385442
RPL34	OSTC	0.0	0.11	0.809	0.8151641710549635
RPL34	RPL29	0.0	0.979	0.96	0.999086639824026
RPL34	RPS15	0.294	0.954	0.992	0.9997175020469055
RPL34	RPL3L	0.179	0.71	0.742	0.9332081232514318
RPL34	RPS5	0.0	0.991	0.96	0.9996085599245826
RPL34	RPS11	0.294	0.995	0.992	0.9999692937007506
RPL34	RPL6	0.185	0.996	0.991	0.9999680976338535
RPL34	RPL17-C18orf32	0.166	0.662	0.956	0.9865135324096073
ZNF207	BUB3	0.0	0.147	0.866	0.8757156013878725
BRD7	SMARCC2	0.0	0.172	0.826	0.8433456818179347
BRD7	ARID2	0.0	0.177	0.942	0.9480972206667311
BRD7	GTF3C5	0.0	0.064	0.936	0.9348643714505357
BRD7	DPF3	0.0	0.138	0.826	0.8369130165785745
BRD7	PBRM1	0.0	0.232	0.936	0.9465553817030036
BRD7	SMARCD1	0.0	0.111	0.81	0.816338491281216
BRD7	GTF3C3	0.0	0.099	0.837	0.8403109338999065
BRD7	SMARCE1	0.0	0.143	0.825	0.8369271519146313
AIMP1	TARSL2	0.0	0.188	0.82	0.8410753293805133
AIMP1	DARS	0.073	0.177	0.894	0.9120677430543852
AIMP1	IARS	0.0	0.251	0.914	0.9299604971723892
AIMP1	EPRS	0.301	0.675	0.968	0.9920955200770701
AIMP1	CIAPIN1	0.0	0.071	0.869	0.8676725951715866
AIMP1	KARS	0.069	0.34	0.847	0.897777185785071
AIMP1	QARS	0.073	0.255	0.985	0.9887360671798157
AIMP1	MARS	0.0	0.324	0.987	0.9904445128256427
AIMP1	RARS	0.077	0.289	0.994	0.9957186046031179
AIMP1	SDCBP	0.0	0.0	0.828	0.8129786306338829
AIMP1	EEF1E1	0.0	0.198	0.942	0.9494215929218935
AIMP1	LARS	0.07	0.203	0.921	0.936330542873018
AIMP1	TWF1	0.0	0.077	0.843	0.8424334089755035
AIMP1	AIMP2	0.0	0.257	0.973	0.9781870017973623
HSPA2	DNAJB14	0.043	0.141	0.919	0.9275976093884727
HSPA2	DNAJB12	0.043	0.141	0.919	0.9275976093884727
HSPA2	HSPH1	0.0	0.215	0.881	0.8984267370968847
HSPA2	HSPA8	0.0	0.0	0.82	0.8042799622912725
HSPA2	GRPEL1	0.068	0.229	0.89	0.9140539817610672
HSPA2	HSPA9	0.0	0.145	0.803	0.8168549747140585
AKAP5	CALM2	0.0	0.062	0.956	0.9551235700204744
AKAP5	PRKAR2B	0.0	0.049	0.88	0.875913496092667
AKAP5	PRKACB	0.0	0.0	0.817	0.8010179616627938
AKAP5	PRKACG	0.0	0.0	0.822	0.8064546293769251
AKAP5	PRKCA	0.0	0.0	0.865	0.8532099717184545
AKAP5	CALM1	0.0	0.061	0.962	0.9612017645248733
AKAP5	CALM3	0.0	0.062	0.956	0.9551235700204744
SFMBT1	HMG20A	0.0	0.0	0.818	0.80210529520562
PAIP2	PABPC5	0.0	0.0	0.822	0.8064546293769251
PAIP2	PABPC1	0.0	0.0	0.973	0.9706419943436908
SIL1	FAU	0.0	0.504	0.737	0.8581595140053997
INCENP	MCM7	0.0	0.843	0.0	0.8292886337762767
INCENP	CDK1	0.0	0.857	0.294	0.8902249801833462
INCENP	MCM5	0.0	0.846	0.0	0.8325506344047555
INCENP	AURKC	0.0	0.461	0.866	0.9214662475358304
INCENP	AURKB	0.0	0.592	0.963	0.9835856128374947
INCENP	CDCA8	0.0	0.605	0.747	0.8913373223976574
INCENP	KIF23	0.0	0.855	0.18	0.8707160417579574
INCENP	PLK1	0.0	0.855	0.313	0.8916852691313618
INCENP	SMC2	0.0	0.926	0.0	0.9195373178308567
INCENP	KIF11	0.0	0.848	0.085	0.8487736508637234
INCENP	CDC20	0.0	0.861	0.0	0.8488606375471495
INCENP	NUSAP1	0.0	0.926	0.0	0.9195373178308567
INCENP	CENPE	0.0	0.833	0.085	0.8338499979884328
INCENP	RRM1	0.0	0.835	0.0	0.8205899654336667
INCENP	PRC1	0.0	0.847	0.0	0.8336379679475818
INCENP	KIF4A	0.0	0.815	0.085	0.8159416145380843
INCENP	AURKA	0.0	0.712	0.825	0.9451983894415563
INCENP	MCM3	0.0	0.858	0.0	0.8455986369186707
INCENP	MCM4	0.0	0.848	0.0	0.834725301490408
PPP3CB	PPP3CC	0.0	0.052	0.828	0.8227037418409209
PPP3CB	RCAN3	0.0	0.061	0.86	0.8570591324600594
PBRM1	HIST1H3D	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST2H3D	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST1H3B	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST1H3C	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST3H3	0.0	0.0	0.89	0.8803933102891112
PBRM1	H3F3A	0.0	0.075	0.832	0.8310283674447988
PBRM1	HIST1H3J	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST1H3I	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST2H3A	0.0	0.049	0.832	0.8262788945297337
PBRM1	HIST1H3A	0.0	0.0	0.875	0.8640833071467172
PBRM1	BRD7	0.0	0.232	0.936	0.9465553817030036
PBRM1	HIST1H3G	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST1H3H	0.0	0.0	0.832	0.8173279648051878
PBRM1	H3F3C	0.0	0.0	0.832	0.8173279648051878
PBRM1	HIST1H3E	0.0	0.0	0.844	0.830375967319103
PBRM1	SMARCC2	0.0	0.177	0.945	0.9507818471839692
PBRM1	ARID2	0.0	0.731	0.946	0.9842053929569057
PBRM1	GTF3C5	0.0	0.119	0.907	0.9109115008356158
PBRM1	DPF3	0.0	0.062	0.828	0.8245739555345821
PBRM1	HIST2H3C	0.0	0.0	0.832	0.8173279648051878
PBRM1	SMARCC1	0.0	0.186	0.819	0.8397987998012353
PBRM1	H3F3B	0.0	0.0	0.832	0.8173279648051878
PBRM1	SMARCD1	0.0	0.115	0.918	0.9210922047970981
PBRM1	HIST1H3F	0.0	0.0	0.832	0.8173279648051878
PBRM1	SMARCA4	0.0	0.205	0.823	0.8469958605212025
PBRM1	HIST2H3PS2	0.0	0.0	0.832	0.8173279648051878
PBRM1	SMARCE1	0.0	0.2	0.829	0.8512527713413672
PPP3CA	CALM2	0.0	0.097	0.958	0.9587617880547711
PPP3CA	PPIA	0.0	0.061	0.96	0.9591597521314454
PPP3CA	NFATC1	0.0	0.0	0.979	0.9771659956006485
PPP3CA	RCAN1	0.0	0.0	0.892	0.8825679773747637
PPP3CA	PPP3R1	0.0	0.126	0.994	0.9942980229014191
PPP3CA	CALM1	0.0	0.116	0.96	0.9615518859256633
PPP3CA	CALM3	0.0	0.063	0.958	0.9572090757556152
DNAJA4	CCT6B	0.043	0.129	0.814	0.8314200880522702
DNAJA4	CCT4	0.043	0.264	0.87	0.9004374777776207
DNAJA4	CCT2	0.043	0.222	0.86	0.8866602224032029
DNAJA4	GRPEL1	0.056	0.167	0.851	0.8726009909957909
TGFB1I1	PTK2	0.0	0.0	0.827	0.8118912970910566
TGFB1I1	PTK2B	0.0	0.0	0.827	0.8118912970910566
GIT1	ARHGEF6	0.0	0.057	0.944	0.9425800902704308
GIT1	CAMK4	0.0	0.0	0.82	0.8042799622912725
GIT1	GIT2	0.0	0.0	0.877	0.8662579742323697
GIT1	ARHGEF7	0.0	0.134	0.942	0.9453854108109224
CDC23	CDC26	0.0	0.0	0.985	0.983689996857606
CDC23	CDC16	0.0	0.291	0.996	0.9969163220725447
CDC23	FZR1	0.0	0.082	0.996	0.9960073112307419
CDC23	CDC5L	0.0	0.2	0.98	0.9826026633147797
CDC23	TAF3	0.0	0.062	0.912	0.910247140040949
CDC23	CDC20	0.0	0.12	0.999	0.999043146482313
CDC23	NAP1L4	0.0	0.08	0.904	0.9039667014975845
CDC23	ANAPC13	0.0	0.062	0.988	0.9877609736419476
CDC23	ANAPC11	0.0	0.133	0.815	0.8255971363983815
CDC23	BUB1B	0.0	0.126	0.995	0.9952483524178491
CDC23	FBXO5	0.0	0.1	0.901	0.90311858133418
CDC23	ANAPC2	0.0	0.107	0.999	0.9990290111462562
CDC23	UBE2S	0.0	0.064	0.993	0.9928757906274024
CDC23	ANAPC1	0.0	0.293	0.996	0.9969250207408873
CDC23	ANAPC16	0.0	0.061	0.985	0.984684907049292
CDC23	MRI1	0.173	0.096	0.798	0.8357943504323783
CDC23	ANAPC5	0.0	0.358	0.996	0.9972077274620221
CDC23	MAD2L1	0.0	0.221	0.989	0.9906826388715219
CDC23	ANAPC10	0.0	0.24	0.996	0.9966945060298081
CDC23	BUB3	0.0	0.252	0.929	0.9422538902075829
CDC23	ANAPC4	0.0	0.246	0.998	0.998360301017418
CDC23	UBE2C	0.0	0.099	0.808	0.8118999957593992
CDC23	ANAPC7	0.0	0.189	0.996	0.9964726899870716
CDC23	TRIM33	0.0	0.066	0.993	0.9928910132970019
CDC23	CDC27	0.0	0.236	0.998	0.9983385543465615
CDC23	TAF4	0.0	0.107	0.843	0.8475547499622151
KIF20A	CDK1	0.0	0.963	0.157	0.9660849794657059
KIF20A	TOP2A	0.0	0.972	0.0	0.9695546608008645
KIF20A	KIF15	0.0	0.915	0.0	0.9075766488597676
KIF20A	NDC80	0.0	0.934	0.18	0.9411535086622428
KIF20A	PTTG1	0.0	0.917	0.0	0.9097513159454202
KIF20A	CKAP2	0.0	0.895	0.0	0.8858299780032425
KIF20A	PCLAF	0.0	0.919	0.0	0.9119259830310728
KIF20A	RACGAP1	0.0	0.878	0.707	0.9611321751781324
KIF20A	CENPF	0.0	0.927	0.0	0.9206246513736829
KIF20A	ASF1B	0.0	0.886	0.0	0.876043976117806
KIF20A	CDCA8	0.0	0.92	0.116	0.9231037718513267
KIF20A	HJURP	0.0	0.917	0.0	0.9097513159454202
KIF20A	ANLN	0.0	0.847	0.157	0.8597568069798114
KIF20A	ASPM	0.0	0.914	0.086	0.9145312341996844
KIF20A	NCAPG	0.0	0.948	0.064	0.9470773018035601
KIF20A	KIF14	0.0	0.808	0.168	0.8263049905347615
KIF20A	DLGAP5	0.0	0.963	0.056	0.9620216140161642
KIF20A	SGO1	0.0	0.871	0.0	0.859733972975412
KIF20A	CDC20	0.0	0.958	0.078	0.9578940958875958
KIF20A	NUSAP1	0.0	0.94	0.0	0.9347599874304242
KIF20A	CCNA2	0.0	0.938	0.15	0.9426975222930559
KIF20A	PBK	0.0	0.937	0.126	0.9401292404649004
KIF20A	TRIP13	0.0	0.824	0.0	0.8086292964625778
KIF20A	CENPE	0.0	0.923	0.0	0.9162753172023778
KIF20A	KIFC1	0.0	0.808	0.185	0.8298540472185465
KIF20A	NEK2	0.0	0.923	0.0	0.9162753172023778
KIF20A	PRC1	0.0	0.892	0.182	0.9039406054925566
KIF20A	KIF4A	0.0	0.936	0.132	0.9395964470289155
KIF20A	AURKA	0.0	0.94	0.125	0.9429149890016212
KIF20A	ECT2	0.0	0.866	0.083	0.8663906289245945
KIF20A	CCNB2	0.0	0.952	0.15	0.9556367914526884
KIF20A	TROAP	0.0	0.901	0.0	0.8923539792602
KIF20A	KIF18B	0.0	0.831	0.0	0.8162406312623616
KIF20A	PIMREG	0.0	0.838	0.0	0.8238519660621454
KIF20A	BUB1B	0.0	0.935	0.185	0.9423985055687788
KIF20A	CKAP2L	0.0	0.825	0.0	0.809716630005404
KIF20A	SHCBP1	0.0	0.901	0.16	0.909577342578568
KIF20A	FOXM1	0.0	0.844	0.05	0.8388571689531479
KIF20A	HMMR	0.0	0.845	0.0	0.8314633008619292
KIF20A	TPX2	0.0	0.959	0.0	0.9554193247441232
KIF20A	CDKN3	0.0	0.832	0.124	0.8399792971693445
KIF20A	CCNB1	0.0	0.956	0.15	0.9593337254982978
KIF20A	IQGAP3	0.0	0.885	0.0	0.8749566425749797
KIF20A	MKI67	0.0	0.91	0.0	0.9021399811456364
KIF20A	OIP5	0.0	0.817	0.0	0.8010179616627938
KIF20A	MELK	0.0	0.909	0.0	0.9010526476028101
KIF20A	CDCA3	0.0	0.896	0.0	0.8869173115460687
KIF20A	AURKB	0.0	0.932	0.433	0.9580767679227907
KIF20A	RRM2	0.0	0.927	0.0	0.9206246513736829
KIF20A	DEPDC1	0.0	0.854	0.0	0.8412493027473656
KIF20A	TTK	0.0	0.922	0.079	0.9218881329504469
KIF20A	ARHGAP11A	0.0	0.903	0.0	0.8945286463458526
KIF20A	MAD2L1	0.0	0.821	0.994	0.9988322037750046
KIF20A	KIF23	0.0	0.876	0.0	0.8651706406895435
KIF20A	TCF19	0.0	0.858	0.0	0.8455986369186707
KIF20A	UBE2C	0.0	0.937	0.084	0.9372521559105821
KIF20A	PLK1	0.0	0.802	0.293	0.8477885266739228
KIF20A	BUB1	0.0	0.975	0.185	0.9778455790649148
KIF20A	CEP55	0.0	0.915	0.177	0.9239355820115888
KIF20A	KIF11	0.0	0.966	0.0	0.963030659543907
KIF20A	CENPA	0.0	0.833	0.08	0.832942074480173
KIF20A	KIF2C	0.0	0.915	0.0	0.9075766488597676
KIF20A	NUF2	0.0	0.825	0.151	0.838449418874588
KIF20A	BIRC5	0.0	0.875	0.0	0.8640833071467172
KIF20A	SPAG5	0.0	0.92	0.0	0.913013316573899
KIF20A	ESPL1	0.0	0.916	0.125	0.9200809846022697
KIF20A	NCAPG2	0.0	0.842	0.0	0.8282013002334505
KIF20A	MCM4	0.0	0.839	0.0	0.8249392996049717
KIF20A	MIS18BP1	0.0	0.854	0.0	0.8412493027473656
KIF20A	PLK4	0.0	0.795	0.248	0.8323766610379034
FLOT2	CAV1	0.0	0.061	0.82	0.8162188845915049
FLOT2	SVIL	0.0	0.0	0.837	0.8227646325193192
FLOT2	GNG12	0.0	0.0	0.819	0.8031926287484463
WDR89	NOL8	0.0	0.135	0.82	0.8307021673819508
WDR89	RRS1	0.0	0.827	0.0	0.8118912970910566
SIN3A	HDAC2	0.0	0.091	0.886	0.8873239742910858
SIN3A	NCOR1	0.0	0.206	0.793	0.8212880335681612
SIN3A	SAP25	0.0	0.0	0.827	0.8118912970910566
SIN3A	REST	0.0	0.062	0.851	0.8480320893875158
SIN3A	CSNK2A2	0.0	0.092	0.886	0.8874479303149679
SIN3A	ARID4B	0.0	0.13	0.913	0.9176997241434802
SIN3A	HDAC1	0.0	0.247	0.886	0.906661114016708
SIN3A	NCOR2	0.0	0.167	0.791	0.8106984921945762
